UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature_Difference,Wear_Torque_Index,AirTemp_RollingMean,ProcessTemp_RollingMean,Torque_RollingMean,ToolWear_RollingMean,Torque_Lag1,ToolWear_Lag1,AirTemp_Change,ProcessTemp_Change,Torque_Change,ToolWear_Change,AirTemp_RollingStd,ProcessTemp_RollingStd,Torque_RollingStd,ToolWear_RollingStd,Ambient_Humidity,Energy_Load_Index,Production_Demand,Shift,Days_Since_Maintenance,Production_Demand_Value,Torque_Load,Wear_Demand,Temperature_Humidity
9671,L14849,L,302.4,311.5,1414,22.0,233,0,0,0,0,0,0,9.100000000000025,5126.0,299.54,310.43999999999994,43.67999999999999,164.4,26.9,60.0,2.8999999999999773,0.8999999999999773,-4.899999999999999,173.0,2.3557023015079976,1.9540271805231813,14.036761259872645,79.12886816944692,50,0.84,High,Night,164,3,18.48,699,15575.0
9672,M34718,M,299.8,310.1,1717,48.1,77,0,0,0,0,0,0,10.300000000000011,3703.7,299.77,310.66,44.2,155.6,22.0,233.0,-2.599999999999966,-1.3999999999999773,26.1,-156.0,2.2440291144867546,1.7494125998302177,14.100827398891449,83.80957251080805,86,0.94,Medium,Night,142,2,45.214,154,26668.600000000002
9673,L97862,L,303.1,312.8,1198,43.3,132,0,0,0,0,0,0,9.699999999999989,5715.599999999999,300.34,311.06,43.82,149.7,48.1,77.0,3.300000000000012,2.6999999999999886,-4.800000000000004,55.0,2.298405244221781,1.734102393490605,14.065149997225026,83.11444586298504,68,0.95,Low,Night,68,1,41.135,132,21270.4
9674,L83002,L,300.9,313.0,1575,41.2,193,0,0,0,0,0,0,12.100000000000025,7951.6,300.42,311.32,41.21,168.7,43.3,132.0,-2.200000000000045,0.1999999999999886,-2.0999999999999943,61.0,2.303041467277521,1.817079463803244,11.391463665589288,65.75721337702073,53,0.72,High,Day,172,3,29.664,579,16589.0
9675,L70977,L,296.3,307.6,1306,42.7,44,0,0,0,0,0,0,11.300000000000011,1878.8,300.13,311.01,42.31,150.5,41.2,193.0,-4.599999999999966,-5.399999999999977,1.5,-149.0,2.632721447897778,2.1656151294465475,10.891224806135144,72.93109381083217,62,0.71,Low,Night,176,1,30.317,44,19071.2
9676,L98325,L,300.2,312.3,1355,49.6,49,0,0,0,0,0,0,12.100000000000025,2430.4,300.08,311.05,42.73,143.1,42.7,44.0,3.899999999999977,4.699999999999989,6.899999999999999,5.0,2.6254311815180884,2.187464285422449,11.102557262981048,79.49067031209788,88,0.56,Medium,Day,106,2,27.776000000000003,98,27482.4
9677,H37135,H,300.6,309.8,1714,45.3,87,0,0,0,0,0,0,9.199999999999989,3941.1,299.8,310.6,41.78,129.9,49.6,49.0,0.4000000000000341,-2.5,-4.300000000000004,38.0,2.3687784005914763,1.886796226411456,10.334924608658874,76.38564437554129,47,0.96,Medium,Night,119,2,43.48799999999999,174,14560.6
9678,L40262,L,302.2,313.3,1341,43.8,130,0,0,0,0,0,0,11.100000000000025,5694.0,300.05,310.88,40.46,123.9,45.3,87.0,1.599999999999966,3.5,-1.5,43.0,2.486072315029076,2.0692457026117506,8.921285408130958,73.439998184459,85,0.67,Medium,Day,32,2,29.346,260,26630.5
9679,L99971,L,303.6,312.3,1333,34.0,22,0,0,0,0,0,0,8.699999999999989,748.0,300.86,311.33000000000004,39.69,102.7,43.8,130.0,1.400000000000034,-1.0,-9.799999999999995,-108.0,2.133437497457308,1.7963234056748962,9.132171458944097,68.56310961442783,57,0.48,Medium,Night,120,2,16.32,44,17801.100000000002
9680,L44787,L,301.8,310.2,1641,50.3,138,0,0,0,0,0,0,8.399999999999977,6941.4,301.09000000000003,311.29,42.03,110.5,34.0,22.0,-1.8000000000000114,-2.1000000000000227,16.299999999999997,116.0,2.094145277779599,1.818699168819436,8.464310695830552,67.59561129738157,86,0.66,Low,Day,145,1,33.198,138,26677.2
9681,L25689,L,300.9,310.5,1339,34.2,37,0,0,0,0,0,0,9.600000000000025,1265.4,300.93999999999994,311.19,43.25,90.9,50.3,138.0,-0.9000000000000341,0.3000000000000113,-16.099999999999994,-101.0,2.0429825691325445,1.8333030300521025,5.676706791793558,55.45458602416197,81,0.48,Medium,Night,167,2,16.416,74,25150.5
9682,L49860,L,301.4,312.9,1720,49.5,183,0,0,0,0,0,0,11.5,9058.5,301.1,311.47,43.39,101.5,34.2,37.0,0.5,2.3999999999999773,15.299999999999995,146.0,2.00610180311136,1.8619285103824288,5.824936814153772,62.22048608689053,61,0.7,Medium,Night,160,2,34.65,366,19086.899999999998
9683,L60344,L,299.7,308.7,1653,36.0,162,0,0,0,0,0,0,9.0,5832.0,300.76,311.06,42.66,104.5,49.5,183.0,-1.6999999999999886,-4.199999999999989,-13.5,-21.0,1.9155503995808456,1.983935482821636,6.277331350891427,64.53465907729169,41,0.74,Low,Night,130,1,26.64,162,12656.699999999999
9684,M77891,M,297.1,307.1,1398,45.8,192,0,0,0,0,0,0,10.0,8793.599999999999,300.38,310.47,43.12,104.4,36.0,162.0,-2.599999999999966,-1.599999999999966,9.799999999999995,30.0,2.234974521356058,2.207587924510688,6.32680365148466,64.38288247318226,77,0.6,Medium,Night,78,2,27.479999999999997,384,23646.7
9685,L61658,L,300.1,311.3,1713,57.5,5,0,0,0,0,0,0,11.199999999999989,287.5,300.76,310.84000000000003,44.6,100.5,45.8,192.0,3.0,4.199999999999989,11.700000000000005,-187.0,1.7302536744011745,1.9704483415370773,7.781459446087557,69.43142100103003,71,0.44,Low,Night,170,1,25.3,5,22102.3
9686,L75869,L,300.7,311.6,1190,46.5,69,0,0,0,0,0,0,10.900000000000034,3208.5,300.81000000000006,310.77,44.29,102.5,57.5,5.0,0.5999999999999659,0.3000000000000113,-11.0,64.0,1.7194637406926383,1.924722202177598,7.620214345191416,68.05757366622308,56,0.97,High,Day,38,3,45.105,207,17449.600000000002
9687,L45330,L,297.6,309.8,1622,54.0,167,0,0,0,0,0,0,12.199999999999989,9018.0,300.51,310.77,45.16,110.5,46.5,69.0,-3.099999999999966,-1.8000000000000114,7.5,98.0,1.999138703430965,1.924722202177598,8.22127321850619,70.68435313262624,39,0.86,Medium,Day,55,2,46.44,334,12082.2
9688,L90312,L,302.7,312.7,1314,36.2,217,0,0,0,0,0,0,10.0,7855.400000000001,300.56,310.71000000000004,44.4,119.2,54.0,167.0,5.099999999999966,2.8999999999999773,-17.799999999999997,50.0,2.0516659897102136,1.8447824322185693,8.698403429493053,78.29545183328207,75,0.9,High,Night,34,3,32.580000000000005,651,23452.5
9689,L70064,L,302.0,311.6,1444,40.9,34,0,0,0,0,0,0,9.600000000000025,1390.6,300.4,310.64,45.09,120.4,36.2,217.0,-0.6999999999999886,-1.099999999999966,4.699999999999996,-183.0,1.839685963539461,1.7902203464627444,8.029729482090252,76.71621587238118,86,0.62,Low,Day,46,1,25.358,34,26797.600000000002
9690,M37014,M,297.3,306.2,1455,36.4,140,0,0,0,0,0,0,8.899999999999977,5096.0,299.95,310.24,43.7,120.6,40.9,34.0,-4.699999999999989,-5.400000000000034,-4.5,106.0,2.0023597190421474,2.2794736234494546,8.228271048308947,76.769785723291,81,0.86,Low,Day,171,1,31.304,140,24802.2
9691,H44563,H,302.7,312.4,1767,23.4,24,0,0,0,0,0,0,9.699999999999989,561.5999999999999,300.13,310.43,42.620000000000005,119.3,36.4,140.0,5.399999999999977,6.199999999999989,-13.0,-116.0,2.1710468545020305,2.3804994807348434,10.10784074095155,78.43475703481924,71,0.69,Low,Night,130,1,16.145999999999997,24,22180.399999999998
9692,L25270,L,299.4,308.3,1448,50.5,213,0,0,0,0,0,0,8.900000000000034,10756.5,299.93,309.97,42.720000000000006,122.3,23.4,24.0,-3.300000000000012,-4.099999999999966,27.1,189.0,2.132838484273491,2.293008697953774,10.18809763073209,81.64972613412606,61,0.52,Low,Night,164,1,26.26,213,18806.3
9693,L41279,L,298.4,306.6,1523,45.6,80,0,0,0,0,0,0,8.200000000000045,3648.0,299.8,309.76000000000005,43.68,114.1,50.5,213.0,-1.0,-1.6999999999999886,-4.899999999999999,-133.0,2.1873372955358428,2.508297341935176,9.933646527500771,81.3366802590048,71,0.47,Medium,Day,70,2,21.432,160,21768.600000000002
9694,M13657,M,302.2,314.1,1459,44.9,205,0,0,0,0,0,0,11.900000000000034,9204.5,300.31,310.46,43.59,115.4,45.6,80.0,3.8000000000000114,7.5,-0.7000000000000028,125.0,2.079770286460452,2.655894910906452,9.916366942248972,82.81062733731717,55,0.61,High,Day,36,3,27.389,615,17275.5
9695,L99422,L,299.9,309.9,1362,52.2,66,0,0,0,0,0,0,10.0,3445.2000000000003,300.29,310.32000000000005,43.06,121.5,44.9,205.0,-2.300000000000012,-4.2000000000000455,7.300000000000004,-139.0,2.082973302223784,2.64356661433866,9.206543566639963,75.71767737237242,54,0.48,Medium,Night,150,2,25.056,132,16734.6
9696,L78773,L,303.8,316.4,1353,28.6,67,0,0,0,0,0,0,12.599999999999966,1916.2,300.6,310.8,41.27,121.3,52.2,66.0,3.900000000000034,6.5,-23.6,1.0,2.362672686222657,3.2646252124520343,10.154697872851036,75.87423805218747,40,1.0,High,Night,69,3,28.6,201,12656.0
9697,L11027,L,298.3,307.5,1593,26.2,98,0,0,0,0,0,0,9.199999999999989,2567.6,300.67,310.57,38.49,114.4,28.6,67.0,-5.5,-8.899999999999977,-2.400000000000002,31.0,2.272565852853592,3.420217666887514,10.08755558982334,74.37920856440118,52,0.43,Low,Night,166,1,11.266,98,15990.0
9698,M24199,M,296.5,306.1,1533,52.3,117,0,0,0,0,0,0,9.600000000000025,6119.099999999999,300.05,309.91,40.1,104.4,26.2,98.0,-1.8000000000000114,-1.3999999999999773,26.1,19.0,2.4923215415883075,3.5958154692492186,10.93099568505376,65.2094062744533,63,0.66,High,Day,105,3,34.518,351,19284.300000000003
9699,L54954,L,299.4,308.7,1674,39.2,174,0,0,0,0,0,0,9.300000000000011,6820.8,299.79,309.62,39.92999999999999,118.4,52.3,117.0,2.8999999999999773,2.599999999999966,-13.099999999999994,57.0,2.4002083242913588,3.561148379074085,10.930390864211663,63.4195903837644,86,0.67,Low,Night,54,1,26.264000000000003,174,26548.2
9700,M89317,M,301.6,310.9,1494,42.0,54,0,0,0,0,0,0,9.299999999999956,2268.0,300.22,310.09000000000003,40.49,109.8,39.2,174.0,2.200000000000045,2.1999999999999886,2.799999999999997,-120.0,2.2870650770508854,3.364339129424992,10.872743699524628,65.94576896544977,81,0.58,High,Day,150,3,24.36,162,25182.899999999998
9701,M25120,M,298.1,309.0,1500,25.3,219,0,0,0,0,0,0,10.899999999999975,5540.7,299.76,309.75,40.68,129.3,42.0,54.0,-3.5,-1.8999999999999773,-16.7,165.0,2.1935258274187253,3.275583069385988,10.552808999397962,66.58336462243734,69,0.74,Low,Night,112,1,18.722,219,21321.0
9702,L66812,L,297.3,307.9,1675,54.6,170,0,0,0,0,0,0,10.599999999999966,9282.0,299.55,309.71,41.09,125.0,25.3,219.0,-0.8000000000000114,-1.1000000000000227,29.3,-49.0,2.3282086580786228,3.29762540828051,11.044903299209343,61.79356313115832,52,0.49,High,Night,107,3,26.754,510,16010.8
9703,M99825,M,300.5,311.3,1471,46.6,1,0,0,0,0,0,0,10.800000000000011,46.6,299.76,310.17999999999995,41.190000000000005,117.1,54.6,170.0,3.1999999999999886,3.400000000000034,-8.0,-169.0,2.307572076639496,3.1360980710292106,11.09468841883843,72.33632866302011,58,0.87,Low,Day,159,1,40.542,1,18055.4
9704,M15983,M,297.1,308.4,1280,34.2,44,0,0,0,0,0,0,11.299999999999956,1504.8000000000002,299.25,309.61,40.12,101.0,46.6,1.0,-3.3999999999999773,-2.900000000000034,-12.4,43.0,2.271685619875962,2.8493469037275934,11.212473213147613,68.40890130515055,60,0.6,Medium,Night,53,2,20.52,88,18504.0
9705,L76629,L,300.6,311.7,1689,60.7,175,0,0,0,0,0,0,11.099999999999966,10622.5,299.32,309.79,40.97,111.9,34.2,44.0,3.5,3.300000000000012,26.5,131.0,2.304488374165204,2.925538886732033,12.480478089133042,70.8526640289554,36,0.75,Medium,Day,117,2,45.525000000000006,350,11221.199999999999
9706,L80325,L,299.3,308.3,1416,26.3,61,0,0,0,0,0,0,9.0,1604.3,298.87,308.98,40.74,111.3,60.7,175.0,-1.3000000000000114,-3.3999999999999773,-34.400000000000006,-114.0,1.6898717900068867,1.7949311345521153,12.752010734694922,71.2991351046189,69,0.83,Medium,Day,106,2,21.829,122,21272.7
9707,L12912,L,301.0,310.5,1549,36.6,165,0,0,0,0,0,0,9.5,6039.0,299.14,309.28000000000003,41.78,118.0,26.3,61.0,1.6999999999999886,2.1999999999999886,10.3,104.0,1.800740588386346,1.7706244974914034,11.824813834569165,73.03728119559533,62,0.93,Medium,Day,93,2,34.038000000000004,330,19251.0
9708,L57879,L,297.2,307.4,1425,49.7,46,0,0,0,0,0,0,10.199999999999989,2286.2000000000003,299.21,309.41,41.52,110.9,36.6,165.0,-3.8000000000000114,-3.1000000000000227,13.1,-119.0,1.6973508771010135,1.5444884086484845,11.59413644908478,76.51354273736287,50,0.9,High,Night,59,3,44.730000000000004,138,15369.999999999998
9709,L31873,L,302.6,316.3,1363,51.4,3,0,0,0,0,0,0,13.699999999999989,154.2,299.53000000000003,310.17,42.74,93.8,49.7,46.0,5.400000000000034,8.900000000000034,1.6999999999999955,-43.0,2.010002763955268,2.638623378456165,11.959022628217475,79.87879707545858,31,0.76,Medium,Night,97,2,39.064,6,9805.300000000001
9710,L24332,L,299.6,310.4,1198,25.0,187,0,0,0,0,0,0,10.799999999999956,4675.0,299.33000000000004,310.12,41.04,107.1,51.4,3.0,-3.0,-5.900000000000034,-26.4,184.0,1.87619591490524,2.6279692201820994,13.217933945128276,83.50575495803359,47,0.63,Medium,Night,86,2,15.75,374,14588.8
9711,L26564,L,301.5,311.6,1598,37.1,238,1,1,0,0,0,0,10.100000000000025,8829.800000000001,299.67,310.38,42.220000000000006,109.0,25.0,187.0,1.8999999999999773,1.2000000000000457,12.1,51.0,1.9356595201054765,2.6334599125698417,12.139357478878187,86.49727034870993,76,0.7,Low,Day,177,1,25.97,238,23681.600000000002
9712,M87795,M,301.9,312.6,930,47.3,48,0,0,0,0,0,0,10.700000000000044,2270.4,300.13,310.85,41.49,96.8,37.1,238.0,0.3999999999999772,1.0,10.199999999999996,-190.0,1.8547536524050603,2.5600564229891987,11.515636712265854,85.53595735128042,62,0.86,Medium,Night,27,2,40.678,96,19381.2
9713,L30526,L,297.7,307.1,1770,54.6,75,0,0,0,0,0,0,9.400000000000034,4095.0,299.85,310.43,42.29,104.2,47.3,48.0,-4.199999999999989,-5.5,7.300000000000004,27.0,1.9984716382492689,2.810318289605276,12.169401519110504,79.30083367923864,66,0.93,Medium,Night,72,2,50.778000000000006,150,20268.600000000002
9714,L75481,L,301.8,312.0,1722,53.7,33,0,0,0,0,0,0,10.199999999999989,1772.1,300.32000000000005,310.79,44.24,103.1,54.6,75.0,4.100000000000023,4.899999999999977,-0.8999999999999986,-42.0,1.8250114154892727,2.7513431063552285,12.290755333447208,80.29867855561403,63,0.46,High,Night,122,3,24.702,99,19656.0
9715,L62775,L,297.1,308.1,1375,46.9,228,0,0,0,0,0,0,11.0,10693.2,299.97,310.43,42.86,108.4,53.7,33.0,-4.699999999999989,-3.899999999999977,-6.800000000000004,195.0,2.082759921087195,2.852698527515638,10.937519523791885,87.03792276933106,49,0.63,Medium,Night,134,2,29.547,456,15096.900000000001
9716,L96649,L,297.3,307.2,1822,40.8,43,0,0,0,0,0,0,9.899999999999975,1754.4,299.77,310.32,44.31,106.6,46.9,228.0,0.1999999999999886,-0.9000000000000341,-6.100000000000001,-185.0,2.244029114486758,2.9630314806895,9.343143653681434,88.30402029352935,64,0.87,Medium,Night,174,2,35.495999999999995,86,19660.8
9717,L26006,L,303.9,313.2,1906,38.1,232,0,0,0,0,0,0,9.300000000000011,8839.2,300.06,310.59000000000003,44.46,113.3,40.8,43.0,6.599999999999966,6.0,-2.699999999999996,189.0,2.582505243621368,3.1010571674117724,9.216796261897487,95.47780428513812,80,0.66,Low,Day,25,1,25.146,232,25056.0
9718,L31643,L,302.2,312.1,1489,44.9,93,0,0,0,0,0,0,9.900000000000034,4175.7,300.56000000000006,311.06,43.98,118.0,38.1,232.0,-1.6999999999999886,-1.099999999999966,6.799999999999997,-139.0,2.447765420859557,2.9144086497566284,9.036813597723178,92.91931984253875,79,0.6,Low,Night,98,1,26.939999999999998,93,24655.9
9719,L99949,L,304.1,313.8,1611,54.2,84,0,0,0,0,0,0,9.699999999999989,4552.8,300.71,310.81000000000006,44.260000000000005,126.1,44.9,93.0,1.900000000000034,1.6999999999999886,9.300000000000004,-9.0,2.626129386674673,2.491518947683552,9.330856814295418,84.97117158189594,90,0.65,Medium,Night,137,2,35.230000000000004,168,28242.0
9720,M73128,M,299.3,307.9,1562,37.8,55,0,0,0,0,0,0,8.599999999999966,2079.0,300.68,310.56000000000006,45.54,112.9,54.2,84.0,-4.800000000000011,-5.900000000000034,-16.400000000000006,-29.0,2.641884849034151,2.6571496842377846,6.976022426059305,84.7118645763392,83,0.76,Medium,Night,64,2,28.727999999999998,110,25555.699999999997
9721,M52523,M,300.2,309.6,1808,37.2,219,0,0,0,0,0,0,9.400000000000034,8146.8,300.55,310.36,45.55,111.0,37.8,55.0,0.8999999999999773,1.7000000000000457,-0.5999999999999943,164.0,2.629004881445995,2.645415321310348,6.962638388809717,81.75573374387899,47,1.0,Low,Day,159,1,37.2,219,14551.2
9722,L80220,L,301.1,309.7,1288,51.3,41,0,0,0,0,0,0,8.599999999999966,2103.3,300.47,310.07,45.95,110.3,37.2,219.0,0.9000000000000341,0.0999999999999659,14.099999999999994,-178.0,2.5953162941473265,2.5289655329144245,7.185672472975792,82.38264380317031,75,0.7,Low,Night,147,1,35.91,41,23227.5
9723,M83390,M,300.0,308.7,1497,50.5,49,0,0,0,0,0,0,8.699999999999989,2474.5,300.7,310.23,45.54,107.7,51.3,41.0,-1.1000000000000227,-1.0,-0.7999999999999972,8.0,2.4184476196290863,2.3655161522738584,6.740458276539601,84.0146151306759,53,0.53,High,Day,113,3,26.765,147,16361.099999999999
9724,M62784,M,298.5,307.4,1702,34.9,196,0,0,0,0,0,0,8.899999999999977,6840.4,300.37,309.77,43.66,124.0,50.5,49.0,-1.5,-1.3000000000000114,-15.6,147.0,2.47613049377892,2.4294718218857887,6.8327967268978425,83.72308854524876,37,0.5,Low,Day,65,1,17.45,196,11373.8
9725,L97893,L,298.2,309.2,1683,26.8,32,0,0,0,0,0,0,11.0,857.6,300.48,309.88,41.65,104.4,34.9,196.0,-0.3000000000000113,1.8000000000000114,-8.099999999999998,-164.0,2.33514215603438,2.369622567227617,8.521508734438244,79.50709262561314,90,0.43,High,Night,98,3,11.524000000000001,96,27828.0
9726,H69701,H,300.4,311.9,1530,22.8,225,0,0,0,0,0,0,11.5,5130.0,300.79,310.35,39.85,122.6,26.8,32.0,2.1999999999999886,2.6999999999999886,-4.0,193.0,2.0550479853821515,2.2416511771462964,10.412305753823624,84.56056343762675,59,0.74,Low,Day,145,1,16.872,225,18402.1
9727,M27946,M,297.9,306.3,1787,41.2,223,0,0,0,0,0,0,8.400000000000034,9187.6,300.19,309.66,40.16,121.7,22.8,225.0,-2.5,-5.599999999999966,18.4,-2.0,1.9174346287565167,2.327230113247123,10.400555540717658,83.30539531680347,73,0.73,Low,Day,34,1,30.076,223,22359.9
9728,L23127,L,297.8,309.4,1579,28.9,90,0,0,0,0,0,0,11.599999999999966,2601.0,299.75,309.39,38.56,121.4,41.2,223.0,-0.0999999999999659,3.099999999999966,-12.300000000000004,-133.0,1.9097702014168807,2.163561878016276,10.81287298650181,83.42554897764974,82,0.52,Medium,Day,164,2,15.028,180,25370.8
9729,L39404,L,300.8,309.7,1558,48.8,66,0,0,0,0,0,0,8.899999999999977,3220.8,299.42,308.98,38.02,119.6,28.9,90.0,3.0,0.3000000000000113,19.9,-24.0,1.2434718421495394,1.5310127367226576,10.053169759942431,84.50930257801349,39,0.82,Medium,Night,141,2,40.016,132,12078.3
9730,L98424,L,299.8,310.6,1662,22.8,103,0,0,0,0,0,0,10.800000000000011,2348.4,299.47,309.24999999999994,36.52,124.4,48.8,66.0,-1.0,0.9000000000000341,-26.0,37.0,1.2481541927524844,1.5572411502416237,11.148971053669277,81.75056914514762,52,0.84,Medium,Day,59,2,19.152,206,16151.2
9731,L27401,L,301.9,312.1,1527,56.0,235,1,0,0,0,1,0,10.200000000000044,13160.0,299.64,309.5,38.4,126.0,22.8,103.0,2.099999999999966,1.5,33.2,132.0,1.4569374271614892,1.8012341448155025,12.746938630292489,83.93516016015644,81,0.56,Medium,Night,89,2,31.360000000000003,470,25280.100000000002
9732,M25428,M,299.2,309.8,1546,36.5,41,0,0,0,0,0,0,10.600000000000025,1496.5,299.45,309.51,36.92,126.0,56.0,235.0,-2.6999999999999886,-2.300000000000012,-19.5,-194.0,1.366463399516744,1.8027448207923489,11.914771411058515,83.93516016015644,78,0.61,Low,Night,76,1,22.265,41,24164.4
9733,L74372,L,298.8,307.7,1397,31.9,242,0,0,0,0,0,0,8.899999999999977,7719.799999999999,299.33000000000004,309.41,35.06,145.3,36.5,41.0,-0.3999999999999772,-2.1000000000000227,-4.600000000000001,201.0,1.3654872960052715,1.8787998533356505,10.973928699928392,86.4150835599123,40,0.99,Medium,Day,149,2,31.581,484,12308.0
9734,M21971,M,300.8,309.0,2063,34.5,43,0,0,0,0,0,0,8.199999999999989,1483.5,299.56,309.57000000000005,35.02,130.0,31.9,242.0,2.0,1.3000000000000114,2.6000000000000014,-199.0,1.4033293744984918,1.752490291621243,10.97530561457558,89.91477446263578,31,0.62,Medium,Day,101,2,21.39,86,9579.0
9735,M98018,M,298.4,307.6,1453,31.3,195,0,0,0,0,0,0,9.200000000000044,6103.5,299.58,309.41,35.47,146.3,34.5,43.0,-2.400000000000034,-1.3999999999999773,-3.2,152.0,1.383072264520531,1.859778959388165,10.68935607664624,84.8044155034916,87,0.86,Medium,Day,110,2,26.918,390,26761.2
9736,M95504,M,298.7,309.1,1668,55.0,99,0,0,0,0,0,0,10.400000000000034,5445.0,299.41,309.13,38.69,133.7,31.3,195.0,0.3000000000000113,1.5,23.7,-96.0,1.375540297885748,1.6411716681842836,11.282085110671815,81.09123805251018,55,0.67,High,Night,6,3,36.85,297,17000.5
9737,M26565,M,298.8,310.7,1879,46.6,184,0,0,0,0,0,0,11.899999999999975,8574.4,299.5,309.57,39.23,129.8,55.0,99.0,0.1000000000000227,1.599999999999966,-8.399999999999999,85.0,1.292714628643114,1.3646733430890547,11.541812875126777,77.16187890114877,65,0.88,Medium,Night,109,2,41.008,368,20195.5
9738,L16829,L,299.6,308.6,1297,40.9,35,0,0,0,0,0,0,9.0,1431.5,299.67999999999995,309.49,40.43,124.3,46.6,184.0,0.8000000000000114,-2.099999999999966,-5.700000000000003,-149.0,1.1467829398401974,1.3987693003352626,10.957498700788182,82.11516303338868,62,0.86,Medium,Day,11,2,35.174,70,19133.2
9739,L86023,L,303.5,313.4,1647,27.9,168,0,0,0,0,0,0,9.899999999999975,4687.2,299.95,309.86,38.34,134.5,40.9,35.0,3.899999999999977,4.7999999999999545,-13.0,133.0,1.6480628359105285,1.870353501941692,11.17469363238994,80.38552937770153,76,0.8,High,Day,80,3,22.32,504,23818.399999999998
9740,M45435,M,297.2,306.5,1542,39.4,122,0,0,0,0,0,0,9.300000000000011,4806.8,299.69,309.45,40.0,136.4,27.9,168.0,-6.300000000000011,-6.899999999999977,11.5,-46.0,1.865148191907344,2.1224985276802912,9.75215075993197,79.78053229537461,42,0.91,High,Night,150,3,35.854,366,12873.0
9741,L91823,L,302.6,312.6,1859,32.2,183,0,0,0,0,0,0,10.0,5892.6,299.76,309.5,37.62,131.2,39.4,122.0,5.400000000000034,6.100000000000023,-7.199999999999996,61.0,1.9676268842321905,2.196461801272501,8.193059393304871,74.13471221739209,69,0.96,Medium,Night,139,2,30.912000000000003,366,21569.4
9742,L48941,L,301.5,309.5,1375,13.7,115,1,0,1,0,0,0,8.0,1575.5,299.99,309.47,35.34,138.6,32.2,183.0,-1.1000000000000227,-3.1000000000000227,-18.500000000000004,-68.0,2.0283819495676485,2.193956345155793,11.170715683826591,67.52974653192948,54,0.75,Low,Night,165,1,10.274999999999999,115,16713.0
9743,M52459,M,303.1,314.6,1403,33.0,2,0,0,0,0,0,0,11.5,66.0,300.42,310.16,35.45,114.6,13.7,115.0,1.6000000000000227,5.100000000000023,19.3,-113.0,2.1968664552544563,2.6192450142066788,11.138446929442203,69.32243504090162,33,0.54,High,Day,26,3,17.82,6,10381.800000000001
